,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1
516,Aria the OVA: Arietta,518,2999,8.02,  Episodes:  1  ,  Type:  OVA,https://myanimelist.net/anime/2563/Aria_the_OVA__Arietta,,Aria the OVA: Arietta  ,ARIA The OVA ~ARIETTA~ (アリア ジ オーブイエー ~アリエッタ~)  ,,  Status:  Finished Airing  ,"  Aired:  Sep 21, 2007  ",,"    Producers:          TV Tokyo,       Shochiku  ",    Licensors:          Nozomi Entertainment  ,    Studios:          Hal Film Maker  ,  Source:  Manga  ,"  Genres:      Sci-FiSci-Fi,     Slice of LifeSlice of Life,     FantasyFantasy,     ShounenShounen",  Duration:  30 min.  ,  Rating:  G - All Ages  ,  Favorites:  75,"31,988",540,"19,184",482,303,"11,479",2185,3364,4515,2678,974,440,114,70,39,81
517,Boku no Hero Academia 4th Season,519,71,8.02,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/38408/Boku_no_Hero_Academia_4th_Season,    Premiered:          Fall 2019          ,My Hero Academia 4  ,僕のヒーローアカデミア  ,,  Status:  Finished Airing  ,"  Aired:  Oct 12, 2019 to Apr 4, 2020  ",    Broadcast:    Saturdays at 17:30 (JST)      ,"    Producers:          Dentsu,       Yomiuri Telecasting,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha  ",    Licensors:          Funimation  ,    Studios:          Bones  ,  Source:  Manga  ,"  Genres:      ActionAction,     ComedyComedy,     Super PowerSuper Power,     SchoolSchool,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  7,094","1,114,287","134,761","797,291","22,985","16,340","142,910",95237,157626,210081,127041,45850,17778,6875,2492,1149,1655
518,Code Geass: Hangyaku no Lelouch III - Oudou,520,1929,8.02,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/34440/Code_Geass__Hangyaku_no_Lelouch_III_-_Oudou,,Code Geass: Lelouch of the Rebellion III - Glorification  ,コードギアス 反逆のルルーシュⅢ 皇道  ,Code Geass: Lelouch of the Rebellion - Emperor  ,  Status:  Finished Airing  ,"  Aired:  May 26, 2018  ",,"    Producers:    None found, add some  ",    Licensors:          Funimation  ,    Studios:          Sunrise  ,  Source:  Original  ,"  Genres:      ActionAction,     MechaMecha,     MilitaryMilitary,     SchoolSchool,     Sci-FiSci-Fi,     Super PowerSuper Power",  Duration:  2 hr. 20 min.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  142,"68,081","1,512","34,060",655,544,"31,310",3713,4630,7585,4349,1384,602,253,88,49,112
519,Detective Conan Movie 15: Quarter of Silence,521,2749,8.02,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/9963/Detective_Conan_Movie_15__Quarter_of_Silence,,,名探偵コナン 沈黙の15分  ,Meitantei Conan: Chinmoku no Quarter  ,  Status:  Finished Airing  ,"  Aired:  Apr 16, 2011  ",,"    Producers:          Shogakukan-Shueisha Productions,       Tokyo Movie Shinsha,       Toho  ","    Licensors:    None found, add some  ",    Studios:          TMS Entertainment  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     MysteryMystery,     ComedyComedy,     PolicePolice,     ShounenShounen",  Duration:  1 hr. 49 min.  ,  Rating:  G - All Ages  ,  Favorites:  28,"37,569",488,"32,777",220,244,"3,840",3670,4432,6782,4531,1555,585,182,39,24,49
520,Golden Boy,522,584,8.02,  Episodes:  6  ,  Type:  OVA,https://myanimelist.net/anime/268/Golden_Boy,,Golden Boy  ,ゴールデンボーイ  ,,  Status:  Finished Airing  ,"  Aired:  Oct 27, 1995 to Jun 28, 1996  ",,"    Producers:          KSS,       Shueisha  ","    Licensors:          ADV Films,       Media Blasters,       Discotek Media  ",    Studios:          APPP  ,  Source:  Manga  ,"  Genres:      AdventureAdventure,     ComedyComedy,     EcchiEcchi",  Duration:  29 min. per ep.  ,  Rating:  R+ - Mild Nudity  ,"  Favorites:  3,801","270,262","9,146","187,810","4,713","4,165","64,428",27441,32216,43453,29169,11987,4928,1953,772,469,420
521,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,523,947,8.02,  Episodes:  14  ,  Type:  TV,https://myanimelist.net/anime/39468/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen,    Premiered:          Fall 2019          ,Ascendance of a Bookworm  ,本好きの下剋上 ～司書になるためには手段を選んでいられません～  ,,  Status:  Finished Airing  ,"  Aired:  Oct 3, 2019 to Dec 26, 2019  ",    Broadcast:    Thursdays at 00:30 (JST)      ,"    Producers:          WOWOW,       Genco,       MediaNet,       KlockWorx,       flying DOG,       BS Fuji,       Yomiuri TV Enterprise,       Happinet,       Tokyo Animator Gakuin,       TO Books,       JTB Next Creation  ",    Licensors:          Crunchyroll  ,    Studios:          Ajia-Do  ,  Source:  Light novel  ,"  Genres:      Slice of LifeSlice of Life,     FantasyFantasy",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,354","168,719","11,844","108,268","3,253","4,535","40,819",9238,20317,32506,17781,5279,2017,728,307,144,142
522,Kingdom,524,1113,8.02,  Episodes:  38  ,  Type:  TV,https://myanimelist.net/anime/12031/Kingdom,    Premiered:          Summer 2012          ,Kingdom  ,キングダム  ,,  Status:  Finished Airing  ,"  Aired:  Jun 4, 2012 to Feb 25, 2013  ",    Broadcast:    Mondays at 19:00 (JST)      ,    Producers:          NHK  ,    Licensors:          Funimation  ,    Studios:          Studio Pierrot  ,  Source:  Manga  ,"  Genres:      ActionAction,     HistoricalHistorical,     MilitaryMilitary,     SeinenSeinen",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  1,046","144,102","9,051","57,849","4,567","7,055","65,580",6526,11502,15235,8904,3391,1694,1063,503,405,533
523,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,525,3347,8.02,  Episodes:  1  ,  Type:  Special,https://myanimelist.net/anime/2448/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven,,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven  ,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven  ,Ghost in the Shell: SAC 2nd GIG Movie  ,  Status:  Finished Airing  ,"  Aired:  Jan 27, 2006  ",,"    Producers:          Bandai Visual,       Tokuma Shoten  ","    Licensors:          Bandai Entertainment,       Manga Entertainment  ",    Studios:          Production I.G  ,  Source:  Unknown  ,"  Genres:      ActionAction,     Sci-FiSci-Fi,     MechaMecha",  Duration:  2 hr. 41 min.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  47,"25,942",537,"15,332",366,258,"9,449",1491,2196,3306,1926,578,250,67,33,21,45
524,Maoujou de Oyasumi,526,1286,8.02,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/40397/Maoujou_de_Oyasumi,    Premiered:          Fall 2020          ,Sleepy Princess in the Demon Castle  ,魔王城でおやすみ  ,Sleeping in Devil's Castle  ,  Status:  Finished Airing  ,"  Aired:  Oct 6, 2020 to Dec 22, 2020  ",    Broadcast:    Tuesdays at 02:00 (JST)      ,    Producers:          Lantis  ,    Licensors:          Funimation  ,    Studios:          Doga Kobo  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     DemonsDemons,     MagicMagic,     FantasyFantasy,     ShounenShounen",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,214","121,431","17,641","59,164","3,714","4,777","36,135",7348,10392,18513,11449,3728,1528,411,183,80,93
525,Mobile Suit Gundam: The 08th MS Team,527,2004,8.02,  Episodes:  12  ,  Type:  OVA,https://myanimelist.net/anime/81/Mobile_Suit_Gundam__The_08th_MS_Team,,Mobile Suit Gundam: The 08th MS Team  ,機動戦士ガンダム 第08MS小隊  ,"Kidou Senshi Gundam: Dai 08 MS Shotai, Kidou Senshi Gundam: Dai 08 MS Shoutai  ",  Status:  Finished Airing  ,"  Aired:  Jan 25, 1996 to Jul 25, 1999  ",,    Producers:          Atelier Musa  ,    Licensors:          Bandai Entertainment  ,    Studios:          Sunrise  ,  Source:  Original  ,"  Genres:      AdventureAdventure,     DramaDrama,     MechaMecha,     MilitaryMilitary,     RomanceRomance,     Sci-FiSci-Fi",  Duration:  25 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  855,"65,069","2,522","45,128","1,464",825,"15,130",4380,9072,12034,6991,2235,863,278,94,41,53
526,Durarara!!x2 Shou,528,361,8.01,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/23199/Durararax2_Shou,    Premiered:          Winter 2015          ,Durarara!! x2 Shou  ,デュラララ!!×２ 承  ,"Durarara!! 2nd Season, DRRR!! 2nd Season, Durararax2 1st Arc  ",  Status:  Finished Airing  ,"  Aired:  Jan 10, 2015 to Mar 28, 2015  ",    Broadcast:    Saturdays at 23:30 (JST)      ,"    Producers:          Aniplex,       Square Enix,       Mainichi Broadcasting System,       Movic,       ASCII Media Works  ",    Licensors:          Aniplex of America  ,    Studios:          Shuka  ,  Source:  Light novel  ,"  Genres:      ActionAction,     MysteryMystery,     SupernaturalSupernatural",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  876,"404,737","19,860","278,406","12,411","6,423","87,637",24490,47894,76162,44281,13380,4575,1450,456,181,228
527,Kakushigoto (TV),529,715,8.01,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/40716/Kakushigoto_TV,    Premiered:          Spring 2020          ,Kakushigoto  ,かくしごと  ,Hidden Things  ,  Status:  Finished Airing  ,"  Aired:  Apr 2, 2020 to Jun 18, 2020  ",    Broadcast:    Thursdays at 23:30 (JST)      ,"    Producers:          Dentsu,       Marvelous,       Kodansha,       AT-X,       Studio Mausu,       Tokyo MX,       Avex Pictures,       A-Sketch,       GREE  ",    Licensors:          Funimation  ,    Studios:          Ajia-Do  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     ShounenShounen",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,401","224,318","25,865","104,475","8,262","7,551","78,165",9641,20612,35011,20469,6295,2221,595,197,76,102
528,Kimi ni Todoke,530,156,8.01,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/6045/Kimi_ni_Todoke,    Premiered:          Fall 2009          ,Kimi ni Todoke: From Me to You  ,君に届け  ,Reaching You  ,  Status:  Finished Airing  ,"  Aired:  Oct 7, 2009 to Mar 31, 2010  ",    Broadcast:    Wednesdays at 00:59 (JST)      ,"    Producers:          VAP,       Nippon Television Network,       Shueisha  ","    Licensors:          NIS America, Inc.  ",    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     DramaDrama,     RomanceRomance,     SchoolSchool,     ShoujoShoujo",  Duration:  22 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  9,737","693,609","38,700","434,748","25,659","22,472","172,030",51996,75619,104540,71880,26381,11049,3684,1307,719,646
529,Kotonoha no Niwa,550,185,8.00,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/16782/Kotonoha_no_Niwa,,The Garden of Words  ,言の葉の庭  ,"Koto no Ha no Niwa, The Garden of Kotonoha  ",  Status:  Finished Airing  ,"  Aired:  May 31, 2013  ",,"    Producers:          The Answer Studio,       TOHO animation  ",    Licensors:          Sentai Filmworks  ,    Studios:          CoMix Wave Films  ,  Source:  Original  ,"  Genres:      Slice of LifeSlice of Life,     PsychologicalPsychological,     DramaDrama,     RomanceRomance",  Duration:  46 min.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  5,520","633,017","11,337","476,459","3,192","1,046","140,983",53962,88577,118390,76322,28122,10986,3918,1419,634,739
530,Koukaku Kidoutai 2.0,531,1771,8.01,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/4672/Koukaku_Kidoutai_20,,Ghost in the Shell 2.0  ,攻殻機動隊2.0  ,"GitS 2.0, Ghost in the Shell 2.0  ",  Status:  Finished Airing  ,"  Aired:  Jul 12, 2008  ",,"    Producers:    None found, add some  ",    Licensors:          Manga Entertainment  ,    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      ActionAction,     Sci-FiSci-Fi,     PolicePolice,     PsychologicalPsychological,     MechaMecha,     SeinenSeinen",  Duration:  1 hr. 23 min.  ,  Rating:  R+ - Mild Nudity  ,  Favorites:  224,"79,307","1,289","50,848",742,607,"25,821",5533,8317,11237,6957,2439,926,438,146,95,129
531,Major Movie: Yuujou no Winning Shot,532,4021,8.01,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/5029/Major_Movie__Yuujou_no_Winning_Shot,,,劇場版MAJOR 友情の一球（ウイニングショット）  ,"Major: Yuujou no Ikkyuu, Gekijouban Major, Major: Yuujou no Winning Shot, Major: Yujo no Winning Shot, Major: Yuujou no Winning Shot, Major: The Ball of Friendship  ",  Status:  Finished Airing  ,"  Aired:  Dec 13, 2008  ",,"    Producers:          Avex Entertainment,       Shogakukan-Shueisha Productions,       NHK,       Toho,       Mainichi Shimbun  ","    Licensors:    None found, add some  ",    Studios:          Xebec  ,  Source:  Manga  ,"  Genres:      ActionAction,     SportsSports,     ShounenShounen",  Duration:  1 hr. 40 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  26,"17,660",300,"13,645",153,231,"3,331",1457,2106,3347,1995,662,206,50,20,13,53
532,Quanzhi Gaoshou 2,533,1719,8.01,  Episodes:  12  ,  Type:  ONA,https://myanimelist.net/anime/37932/Quanzhi_Gaoshou_2,,The King's Avatar 2  ,全职高手2  ,"Quan Zhi Gao Shou 2nd Season, Full-Time Expert 2nd Season, Master of Skills 2nd Season  ",  Status:  Finished Airing  ,"  Aired:  Sep 25, 2020 to Dec 4, 2020  ",,    Producers:          Tencent Penguin Pictures  ,"    Licensors:    None found, add some  ",    Studios:          Colored Pencil Animation  ,  Source:  Novel  ,"  Genres:      ActionAction,     GameGame",  Duration:  26 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  443,"82,611","8,384","29,841","1,280",777,"42,329",2995,4852,8587,5090,1444,443,162,57,26,43
533,Working!!!,534,785,8.01,  Episodes:  13  ,  Type:  TV,https://myanimelist.net/anime/25879/Working,    Premiered:          Summer 2015          ,Wagnaria!!3  ,ワーキング!!!  ,"Working!! 3rd Season, Working!! Third Season  ",  Status:  Finished Airing  ,"  Aired:  Jul 5, 2015 to Sep 27, 2015  ",    Broadcast:    Sundays at 00:30 (JST)      ,    Producers:          Aniplex  ,    Licensors:          Aniplex of America  ,    Studios:          A-1 Pictures  ,  Source:  4-koma manga  ,"  Genres:      ComedyComedy,     RomanceRomance,     SeinenSeinen,     Slice of LifeSlice of Life",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  870,"203,931","8,196","142,238","3,802","3,327","46,368",10905,24309,39908,22843,6585,2372,562,212,94,114
534,Osomatsu-san,535,1097,8.00,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/31174/Osomatsu-san,    Premiered:          Fall 2015          ,Mr. Osomatsu  ,おそ松さん  ,,  Status:  Finished Airing  ,"  Aired:  Oct 6, 2015 to Mar 29, 2016  ",    Broadcast:    Tuesdays at 01:35 (JST)      ,"    Producers:          TV Tokyo,       Dentsu,       Rakuonsha,       Avex Pictures,       Daiichi Shokai,       Fujio Production  ",    Licensors:          VIZ Media  ,    Studios:          Studio Pierrot  ,  Source:  Original  ,"  Genres:      ComedyComedy,     ParodyParody",  Duration:  23 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  3,303","146,184","14,331","63,366","10,629","12,226","45,632",8769,11844,16973,11006,4907,2327,1045,360,212,328
535,Phantom: Requiem for the Phantom,536,553,8.00,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/5682/Phantom__Requiem_for_the_Phantom,    Premiered:          Spring 2009          ,Phantom: Requiem for the Phantom  ,Phantom 〜Requiem for the Phantom〜  ,,  Status:  Finished Airing  ,"  Aired:  Apr 3, 2009 to Sep 25, 2009  ",    Broadcast:    Fridays at 02:15 (JST)      ,    Producers:          Genco  ,    Licensors:          Funimation  ,    Studios:          Bee Train  ,  Source:  Visual novel  ,"  Genres:      ActionAction,     DramaDrama,     SeinenSeinen,     ThrillerThriller",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  4,029","279,927","15,058","130,844","11,347","9,811","112,867",16906,25725,32097,21160,8348,4016,1853,750,356,390
536,Shiguang Daili Ren,409,4272,8.10,  Episodes:  11  ,  Type:  ONA,https://myanimelist.net/anime/44074/Shiguang_Daili_Ren,,LINK CLICK  ,时光代理人  ,Shi Guang Dai Li Ren  ,  Status:  Currently Airing  ,"  Aired:  Apr 30, 2021 to ?  ",,    Producers:          bilibili  ,"    Licensors:    None found, add some  ",    Studios:          Haoliners Animation League  ,  Source:  Original  ,"  Genres:      Super PowerSuper Power,     DramaDrama,     FantasyFantasy",  Duration:  20 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  203,"15,431","4,299",3,173,102,"10,854",258,289,356,171,51,16,12,2,1,9
537,Tate no Yuusha no Nariagari,537,81,8.00,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari,    Premiered:          Winter 2019          ,The Rising of the Shield Hero  ,盾の勇者の成り上がり  ,,  Status:  Finished Airing  ,"  Aired:  Jan 9, 2019 to Jun 26, 2019  ",    Broadcast:    Wednesdays at 22:00 (JST)      ,"    Producers:          Frontier Works,       AT-X,       Nippon Columbia,       Glovision,       Good Smile Company,       Sammy,       Kadokawa Media House,       NTT Plala,       Kadokawa,       Crunchyroll SC Anime Fund  ",    Licensors:          Funimation  ,    Studios:          Kinema Citrus  ,  Source:  Light novel  ,"  Genres:      ActionAction,     AdventureAdventure,     DramaDrama,     FantasyFantasy",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  18,559","1,024,327","105,306","731,288","17,771","29,935","140,027",96638,147436,190270,114812,42620,18723,9267,4326,2132,2298
538,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,538,3026,8.00,  Episodes:  7  ,  Type:  OVA,https://myanimelist.net/anime/4053/Tennis_no_Ouji-sama__Zenkoku_Taikai-hen_-_Final,,,テニスの王子様 Original Video Animation 全国大会編 Final  ,Prince of Tennis: The National Tournament Finals  ,  Status:  Finished Airing  ,"  Aired:  Apr 25, 2008 to Jan 23, 2009  ",,"    Producers:          Production I.G,       Nihon Ad Systems  ","    Licensors:    None found, add some  ",    Studios:          M.S.C  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     SchoolSchool,     ShounenShounen,     SportsSports",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  71,"31,634",608,"25,866",364,319,"4,477",2853,3762,5190,3519,1248,505,163,63,33,45
539,Umibe no Étranger,539,2072,8.00,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/40615/Umibe_no_Étranger,,,海辺のエトランゼ  ,"L' étranger du plage, L'étranger de la plage, The Stranger by the Beach  ",  Status:  Finished Airing  ,"  Aired:  Sep 11, 2020  ",,"    Producers:          Shochiku,       Half H.P Studio  ","    Licensors:    None found, add some  ",    Studios:          Studio Hibari  ,  Source:  Manga  ,"  Genres:      RomanceRomance,     Shounen AiShounen Ai,     Slice of LifeSlice of Life",  Duration:  59 min.  ,  Rating:  None  ,  Favorites:  947,"62,014","1,635","30,253",392,191,"29,543",4410,4506,7070,4914,1743,623,248,79,45,63
540,xxxHOLiC,540,605,8.00,  Episodes:  24  ,  Type:  TV,https://myanimelist.net/anime/861/xxxHOLiC,    Premiered:          Spring 2006          ,xxxHOLiC  ,×××HOLiC（ホリック）  ,,  Status:  Finished Airing  ,"  Aired:  Apr 7, 2006 to Sep 29, 2006  ",    Broadcast:    Unknown      ,"    Producers:          TBS,       BMG Japan,       Kids Station,       Kodansha  ",    Licensors:          Funimation  ,    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     DramaDrama,     MysteryMystery,     PsychologicalPsychological,     SupernaturalSupernatural",  Duration:  24 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  3,752","260,350","13,893","126,657","14,076","11,960","93,764",15062,22360,32074,21841,8105,3720,1307,502,258,287
541,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,542,4777,8.00,  Episodes:  1  ,  Type:  Movie,https://myanimelist.net/anime/34376/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_3_-_Yakusoku,,,結城友奈は勇者である -鷲尾須美の章- 第３章「やくそく」  ,Yuki Yuna Is A Hero: Washio Sumi Chapter 3 - Promise  ,  Status:  Finished Airing  ,"  Aired:  Jul 8, 2017  ",,    Producers:          Pony Canyon  ,"    Licensors:    None found, add some  ",    Studios:          Studio Gokumi  ,  Source:  Light novel  ,"  Genres:      DramaDrama,     FantasyFantasy,     MagicMagic,     Slice of LifeSlice of Life",  Duration:  48 min.  ,  Rating:  PG-13 - Teens 13 or older  ,  Favorites:  37,"11,663",380,"5,629",176,179,"5,299",849,875,1173,700,268,106,35,14,10,21
542,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,543,3923,8.00,  Episodes:  1  ,  Type:  Special,https://myanimelist.net/anime/4772/Aria_the_Origination__Sono_Choppiri_Himitsu_no_Basho_ni,,,その ちょっぴり秘密の場所に…  ,"Aria the Origination Special, Aria the Origination: In That Secret Little Place..., Aria the Origination Episode 5.5  ",  Status:  Finished Airing  ,"  Aired:  Jun 25, 2008  ",,"    Producers:    None found, add some  ",    Licensors:          Nozomi Entertainment  ,    Studios:          Hal Film Maker  ,  Source:  Unknown  ,"  Genres:      Slice of LifeSlice of Life,     ComedyComedy,     ShounenShounen",  Duration:  24 min.  ,  Rating:  G - All Ages  ,  Favorites:  24,"18,452",316,"11,759",273,229,"5,875",1292,1891,2572,1627,599,235,65,42,17,40
543,Durarara!!x2 Ten,544,468,8.00,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/27831/Durararax2_Ten,    Premiered:          Summer 2015          ,Durarara!! x2 Ten  ,デュラララ!!×２ 転  ,Durarara!!x2 Ten  ,  Status:  Finished Airing  ,"  Aired:  Jul 4, 2015 to Sep 26, 2015  ",    Broadcast:    Saturdays at 23:30 (JST)      ,    Producers:          Aniplex  ,    Licensors:          Aniplex of America  ,    Studios:          Shuka  ,  Source:  Light novel  ,"  Genres:      ActionAction,     MysteryMystery,     SupernaturalSupernatural",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  685,"327,508","13,407","226,434","7,576","3,612","76,479",19791,37277,61435,35611,10694,3545,1274,340,145,183
544,Hanada Shounen-shi,545,4681,8.00,  Episodes:  25  ,  Type:  TV,https://myanimelist.net/anime/2004/Hanada_Shounen-shi,    Premiered:          Fall 2002          ,,花田少年史  ,Hanada Shonen-Shi  ,  Status:  Finished Airing  ,"  Aired:  Oct 2, 2002 to Mar 26, 2003  ",    Broadcast:    Unknown      ,"    Producers:          VAP,       Nippon Television Network  ","    Licensors:    None found, add some  ",    Studios:          Madhouse  ,  Source:  Manga  ,"  Genres:      ComedyComedy,     DramaDrama,     SeinenSeinen,     Slice of LifeSlice of Life,     SupernaturalSupernatural",  Duration:  25 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,  Favorites:  115,"12,224",554,"4,040",525,517,"6,588",572,852,1061,609,258,121,59,30,22,31
545,Hibike! Euphonium,546,428,8.00,  Episodes:  13  ,  Type:  TV,https://myanimelist.net/anime/27989/Hibike_Euphonium,    Premiered:          Spring 2015          ,Sound! Euphonium  ,響け！ユーフォニアム  ,Hibike! Euphonium  ,  Status:  Finished Airing  ,"  Aired:  Apr 8, 2015 to Jul 1, 2015  ",    Broadcast:    Wednesdays at 00:30 (JST)      ,"    Producers:          Lantis,       Pony Canyon,       Rakuonsha  ",    Licensors:          Ponycan USA  ,    Studios:          Kyoto Animation  ,  Source:  Novel  ,"  Genres:      MusicMusic,     SchoolSchool,     DramaDrama",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  5,530","349,555","18,244","181,848","10,968","9,265","129,230",17104,34768,52869,30935,9982,4097,1371,417,249,288
546,JoJo no Kimyou na Bouken (TV),547,75,8.00,  Episodes:  26  ,  Type:  TV,https://myanimelist.net/anime/14719/JoJo_no_Kimyou_na_Bouken_TV,    Premiered:          Fall 2012          ,JoJo's Bizarre Adventure  ,ジョジョの奇妙な冒険  ,"JoJo no Kimyou na Bouken (2012), Battle Tendency  ",  Status:  Finished Airing  ,"  Aired:  Oct 6, 2012 to Apr 6, 2013  ",    Broadcast:    Saturdays at 00:30 (JST)      ,"    Producers:          Yomiko Advertising,       Warner Bros. Japan,       Kamikaze Douga,       KlockWorx,       Shueisha  ","    Licensors:          VIZ Media,       Warner Bros. Pictures  ",    Studios:          David Production  ,  Source:  Manga  ,"  Genres:      ActionAction,     AdventureAdventure,     SupernaturalSupernatural,     VampireVampire,     ShounenShounen",  Duration:  24 min. per ep.  ,  Rating:  R - 17+ (violence & profanity)  ,"  Favorites:  26,183","1,091,306","83,488","810,079","41,507","30,498","125,734",103076,146810,210767,144995,52295,19600,8041,3292,1874,2943
547,Kimi ni Todoke 2nd Season,548,424,8.00,  Episodes:  12  ,  Type:  TV,https://myanimelist.net/anime/9656/Kimi_ni_Todoke_2nd_Season,    Premiered:          Winter 2011          ,Kimi ni Todoke: From Me To You 2  ,君に届け 2ND SEASON  ,"Kimi ni Todoke: From Me to You 2nd Season, Reaching You 2nd Season  ",  Status:  Finished Airing  ,"  Aired:  Jan 12, 2011 to Mar 30, 2011  ",    Broadcast:    Wednesdays at 00:59 (JST)      ,"    Producers:          VAP,       Nippon Television Network,       Shueisha  ","    Licensors:          NIS America, Inc.  ",    Studios:          Production I.G  ,  Source:  Manga  ,"  Genres:      Slice of LifeSlice of Life,     DramaDrama,     RomanceRomance,     SchoolSchool,     ShoujoShoujo",  Duration:  23 min. per ep.  ,  Rating:  PG-13 - Teens 13 or older  ,"  Favorites:  1,231","352,953","9,474","277,168","6,137","4,302","55,872",31198,45742,63685,42112,15190,5852,2114,776,374,324
